id,type,city,neighbourhood,street,rooms,price,entry_date,updated,agency,shared,furnished,elevator,aircon,parking,balcony,bars,safety_room,storage_room,renovated,boiler,pets,description,size,floor,max_floor,payments,arnona
"/rent/viewad,691602.aspx",דירת גן,נתניה,שכונת האירוסים,אירוס הארגמן,4,6500,01/02/2023,2023-01-26,private,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"להשכרה, דירת גן 4 חדרים, בנתניה בשכונת גבעת האירוסים. דירה נעימה ומוארת, שלושה כיווני אוויר, כולל חניה צמודה וגינה גדולה בחזית וחצר קטנה בעורף. השכרה לטווח ארוך.
",80,0,3,12,700
"/rent/viewad,691622.aspx",קוטג,קרית אתא,קרית בנימין,הדקלים,5.5,6600,מיידי,2023-01-26,private,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"זמין לכניסה מיידית!!
קוטג פינתי חזיתי ברחוב הכי מבוקש בקריה.
2 חניות , אחת מקורה.
קומה ראשונה סלון ומטבח מרווחים כולל חדר ממד.
קומה שניה שלושה חדרי שינה, פינת משפחה כולל יציאה למרפסת .
חדר ההורים כולל חדר ארונות .
מערכת אזעקה ומצלמות פנים וחוץ.
גינה היקפית עם דשא סינטטי ועצי נוי .
כניסה מהרחוב ומהחניה לבית ללא מדרגות כלל. פירוט הריהוט: ספה, תנור מדיח
",270,0,0,12,1200
"/rent/viewad,691669.aspx",דירה,תל אביב יפו,הצפון הישן,ישעיהו,1.5,5800,גמיש,2023-01-26,private,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"לידיעתכם:
* ריהוט חדר שינה, סלון ומרפסת סלון - באחריות השוכר/ת.
* על השוכר לספק כתב ערבות בנקאית ע""ס
20.000 ₪ למשך 13 חודש, ערבות אשר שחודש על ידו טרם חידוש חוזה.
* חוזה השכירות יערך וייחתם במשרד עו""ד כאשר בעל הנכס נושא בהוצאה זו.
* השוכר הדייר יתחייב בחוזה - לשמור על שלמות הדירה וניקיון הנכס על פי סטנדרטים
גבוהים.
* לבעלי הנכס ונציגו, תעמוד הזכות בחוזה לבקר בנכס - בתיאום עם השוכר - כדי לבדוק שכל החשבונות הרשמיים מהרשויות - אכן שולמו.
* מצורפות מספר תמונות כיצד ייראה הנכס
בסוף ינואר 2023.
כל טוב למתעניינים וחג חנוכה מהנה.
פירוט הריהוט: שלום מתעניינים נכבדים!
הנכס נמצא בהליך שיפוץ יסודי מקצועי - אשר יסתיים בסוף ינואר 2023.
*מטבח חדיש ומאובזר.
* מקלחת + שרותים מאובזרים.
* מזגנים בחדר שינה + חדר סלון.
* מרפסת פונה לגינה להנאתכם בערבי קיץ.
* דוד מים חמים חשמלי הותקן בשנת 2020.
* שכנים צעירים בעלי מקצועות חופשיים.
* רחוב שקט עם תנועה מעטה.
* תחבורה ומוניות שרות קו 5, מעבר לפינה.
* 5 דקות טיול אל פארק הירקון.
* 10 דקות הליכה לרח' ירמיהו ושפת הים.
",38,0,3,12,322
"/rent/viewad,691681.aspx",דירה,באר שבע,רמות,גדעון האוזנר,4,3800,מיידי,2023-01-26,private,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"דירת 4 חדרים בשכונת רמות בבניין חדש.. להשכרה בכניסה מידית !!! , קירבה לגן משחקים ובתי ספר, בדירה ישנה מרפסת עם נוף פתוח , 2 חדרי רחצה ,יחידת הורים, מזגן מיני מרכזי ,מטבח מעוצב, הדירה ללא תיווך
",110,2,6,4,1200
"/rent/viewad,691697.aspx",דופלקס,חדרה,בית אליעזר,מילנר,4.5,5500,מיידי,2023-01-26,private,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"דופלקס 4.5 חדרים משופץ ברמה הגבוהה ביותר.
3 מקלחות ושירותים גדולים + חדר שירות
מזגנים חדשים בכל החדרים, מטבח חדש בעיצוב אישי + כלים סניטרים באיכות גבוהה מאוד.
בקומה התחתונה חדר הורים גדול עם מקלחת ושירותים , ממד , סלון גדול , מרפסת, מקלחת ושירותי אורחים .
בקומה העליונה חדר וחצי נוספים עם מקלחת ושירותים + יציאה לגג ענקי של 50 מטר עם דק חדש ,פרגולה ומטבח מפנק לאוהבי האירוח.
",170,3,3,12,1080
"/rent/viewad,691704.aspx",בית פרטי,אשקלון,בן גוריון,חתם סופר,4.5,5000,מיידי,2023-01-26,private,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"ללא תיווך!!! בית משופץ עם גינה מקסימה. מרחק הליכה מתחנה מרכזית ובה""ח ברזילי, בקומת קרקע: מרפסת גדולה מקורה, סלון, ממ""ד גדול, מטבח, מקלחת + שירותים, חדר ארונות, פינת מחשב; קומה עליונה: חדר גדול, חדר קטן, מרפסת שמש, חדר אמבטיה, חדר מחסן; גינה עם דשא סינטטי וצמחיה חיה
",130,0,0,12,0
"/rent/viewad,691755.aspx",דירה,שוהם,האתרוג,האתרוג,6,9500,מיידי,2023-01-26,private,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"בפרויקט חדש בשוהם
* להשכרה ללא תיווך
* דירה חדשה מקבלן (לא גרו בנכס)
* דירת 6 חדרים - 170 מ""ר במפלס אחד
* מרפסת בגודל של 70 מ""ר
* דירה ענקית מרווחת ומוארת
* מטבח משודרג (ע""י נגר פרטי)
* מזגן VRF חסכוני עם שליטה מכל חדר
* תריסים חשמליים בכל הבית
* 2 חדרי מסטר
* 2 חניות נפרדות מקורות
* מחסן מרווח צמוד לחניה
* כניסה מיידית 
* מחיר -9500 ש""ח
",170,2,3,12,0
"/rent/viewad,691770.aspx",דירה,עפולה,רובע יזראל,שדרות יזראל,4,3600,05/03/2022,2023-01-26,private,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"כניסה 5/3/2023
",110,8,0,1,0
"/rent/viewad,691874.aspx",דירה,ראש העין,השמורה,גרטרוד עליון,4.5,7000,01/02/2023,2023-01-26,private,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"דירה חדשה מושקעת איזור שקט
כולל שלושה שירותים חדר הורים עם מקלחת
שני חנויות מחסן
שקק ועד טןב פסגת אפק 
",140,2,4,12,0
"/rent/viewad,691885.aspx",דירת גג,תל אביב יפו,מרכז,שלמה המלך,2.5,9500,מיידי,2023-01-26,private,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"דירה משופצת גג פרטי מרוצף 150 מטר
4 כיווני אוויר. מצוינת ליחיד או לזוג פירוט הריהוט: סלון מקרר תנור מיקרו כיריים מיטה חשמלית
",100,4,4,12,900
"/rent/viewad,691908.aspx",דירה,תל אביב יפו,חצרות יפו,שדרות ירושלים,3,7600,מיידי,2023-01-26,private,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"קומה 6
דירת 3 חדרים 2 חדרי שינה וסלון מאובזרת בכל מוצרי החשמל ,מכונת כביסה ,מקרר.
מרוהטת חוץ ממיטה שחסרה בחדר שינה
ועד בית 1200ש""ח בחודש .
כולל חניה פירוט הריהוט: מוצרי חשמל / מכונת כביסה /,תנור /כיריים / מקרר
כולל סלון /פינת אוכל / מיטה זוגית 
",80,6,0,1,0
"/rent/viewad,692014.aspx",דירה,חולון,אגרובנק,הגלעד,3,4000,מיידי,2023-01-26,private,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"להשכרה דירה מרווחת 3 חדרים
",60,4,4,12,0
"/rent/viewad,692055.aspx",דירה,בת ים,טיילת בת ים,דרך בן גוריון,4,7500,מיידי,2023-01-26,private,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"מרפסת שמש מקורה נוף פנורמי לים פירוט הריהוט: דירת 5 חדרים שהוסבה ל4 חדרים מרווחת ויפה . נוף פנןורמי לים קו ראשון לים. מרכז הטיילת מעל חוף הסלע. קרובה לתחבורה ציבורית . חניה בחניון תת קרקעי.
",100,5,6,1,0
"/rent/viewad,692075.aspx",יחידת דיור,קרית ביאליק,סביניה,אפרים,1,2200,מיידי,2023-01-26,private,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"יחידת דיור מקסימה בת חדר אחד ענקי ומרווח, משופצת- גמר שיפוץ בינואר 23. כולל מטבחון ומקלחון מרווח עם אפשרות להוספת מכונת כביסה. יש חיבור מים וניקוז למכונת כביסה.
קומת קרקע עם כניסה נפרדת, פרקט חדש וסורגים. יש מקרר חדש.
תוספות חינם: חיבור לכבלים הוט.
המחיר כולל ארנונה ומים ללא חיוב .
ברחוב היפה והשקט ביותר בסביניה, קרוב לבית כץ וללחם ארז. מתאים ליחיד/ה. רק דיירים רציניים ייענו. למטרות דיור בלבד-היחידה לא תושכר לעסק/קליניקה. פירוט הריהוט: מקרר חדש. במידת הצורך: ניתן יהיה להוסיף ארון ומכונת כביסה.
",28,0,0,12,0
"/rent/viewad,692175.aspx",דירה,בת ים,עמידר,מחרוזת,3.5,4300,מיידי,2023-01-26,private,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"🎯🎯בגבול יפו בת ים, דירה מהממת..🎯🎯
🔴ברחוב מחרוזת 28 בת ים 🗾
🔴דירת 3 וחצי חדרים, 🏠🏠🏠
🔴סלון, 2 חדרי שינה גדולים, חדר שינה המתאים לילד או לעבודה, 🛌💤
🔴מתאימה לשותפים 🤝
🔴בקומה ראשונה, 🪜
🔴גדולה, 🐘
🔴מרפסת סגורה עם חלל נעים
🔴מרווחת ומוארת מאוד, ☀
🔴בלוקיישן מדהים בין בת ים ליפו, 🗺
🔴משופצת, ⚒
🔴בקרבת מקום חנויות נוחות, ירקן, מינימרקט, 🛒
🔴שלל תחבורה ציבורית לכל מקום במרכז, 🚌
🔴מרחק הליכה לרכבת הקלה ולתחנת הרכבת חולון וולפסון, 🚊🚉
🔴בניין שקט, 🤫
🔴שכנים מקסימים, 🫂
🔴תנאי חוזה מעולים, 📄
🔴בעל דירה נוח וקשוב, 😎
🔴כניסה מיידית
🔴דירה מציאה!!! 🌟
",65,1,4,12,760
"/rent/viewad,692232.aspx",דירה,כפר סבא,ויצמן,ויצמן,4,6500,מיידי,2023-01-26,private,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"נכס גדול ונעים למשפחה,עברה שיפוץ וצביעה
",120,4,5,12,0
"/rent/viewad,692240.aspx",דירה,תל אביב יפו,כוכב הצפון,שי עגנון,5,13200,מיידי,2023-01-26,private,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"החודש הסתיים שיפוץ כללי ומפואר. הדירה כחדשה. יחידת הורים, 2 חדרי רחצה, 3 שרותים, מזגן בכל חדר, גינת שעשועים ובית ספר סמוכים. פרק הירקון ונמל ת""א במרחק הליכה נוף לים ללא תיווך.
",120,2,8,12,1400
"/rent/viewad,692246.aspx",דירת גג,תל אביב יפו,מרכז,שלמה המלך,2.5,9750,מיידי,2023-01-26,private,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"משופצת ענקית 4 כיווני אוויר מרפסת גדולה גג פרטי ענק פירוט הריהוט: מקרר כיריים מיקרו סלון מיטה זוגית חשמלית
",110,4,4,12,800
"/rent/viewad,692256.aspx",דירה,חיפה,רמת אלון,אלתר,4,4800,מיידי,2023-01-26,private,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"להשכרה-ברמת אלון,4 חדרים + מחסן+חנייה פרטית וחנייה ציבורית קרובה לבית.משופצת יפיפיה,תריסים חשמליים בכל הדירה,חלונות זכוכית כפולה,מערכת מים חכמה,מיזוג מרכזי,כניסה מידית.
שכר דירה-5000 ש""ח
לפרטים נא לפנות בשעות הערב- שולה 0547504671 פירוט הריהוט: כיריים חשמליים חדשים
",86,2,4,12,0
"/rent/viewad,692522.aspx",דירה,ירושלים,אבוטור,דרך חברון,3.5,7000,01/02/2023,2023-01-26,private,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"בית ארבי מקומר עם תיקרות גבהות
3 חדרים בגודל 4/4
מטבח וחדר אוכל 8/3.5 מטר
הבית משופץ פירוט הריהוט: מטבח מאובזר מלא
ספה ניפתחת
ארון בגדים
",95,1,2,12,1200
"/RentTivuch/viewad,68104.aspx",דירה,רמת גן מגדל לאונארדו סיטי טאוור,מגדל סיטי טאוור הבורסה לאונארדו,"דרך מנחם בגין לאונארדו , מגדל סיטי טאוור",2,6000,גמיש,2023-01-26,פיני עוז נכסים,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"להשכרה ב מגדל לאונארדו סיטי טאוור דירה 2 חדרים החל מ 6000 ש""ח לפרטים נוספים ולסיור בנכס התקשרו 0542344222 פיני עוז פירוט הריהוט: רהוט מלא ,
הצילום מציג דירה דומה בלבד כולל הריהוט !!
הדירה במגדל סיטי טאוור , מעל מלון לאונארדו .
",42,20,41,12,0
"/RentTivuch/viewad,69103.aspx",דירה,רמת גן מגדל סיטי טאוור להשכרה,"מגדל סיטי טאוור , השחר מתחם הבורסה -עזריאלי",דרך מנחם בגין מגדל סיטי טאוור פארק צמרת,2,6500,גמיש,2023-01-26,פיני עוז נכסים,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"להשכרה במגדל חדש במתחם הבורסה עזריאלי מגדל דירות ומשרדים חדש מול תחנת רכבת סבידור ת""א
לכניסה מיידית התקשרו לסיור 0542344222 פיני עוז פירוט הריהוט: מול תחנת רכבת סבידור ת""א , ריהוט מלא מיקום מעולה!!!
חניה בתשלום נפרד . 
",55,26,42,12,0
"/RentTivuch/viewad,80802.aspx",בית פרטי,רמת גן בית פרטי להשכרה,שיכון ותיקים בית פרטי למשרדים,אבא הילל בית פרטי למשרד או לעסק,10,29900,מיידי,2023-01-26,פיני עוז נכסים,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"בית פרטי במיקום מעולה קרוב בין הבורסה בר""ג לבין רמת החייל ניצב בית פרטי להשכרה אפשרות מכירה
שתי כניסות נפרדות לבית.
וילה המתאימה למשרדים קליניקות יוקרתית במיקום מרכזי. חניה בשפע. ארנונה נמוכה . נגישות לבעלי מוגבלויות. מתאימה גם ל: שילוב מגורים, שגרירות, מלונית , גן ילדים עם WEWORK. בנוי ברוטו=נטו. הצעה כדאית מכל הבחינות. פירוט הריהוט: ריהוט משרדי חלקי 
",230,0,2,6,0
"/RentTivuch/viewad,80930.aspx",וילה,הרצליה,הרצליה פיתוח,שלווה,7,18000,מיידי,2023-01-26,LOFTEAM,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"וילה מהממת משופצת מרוהטת לחלוטין. בריכת שחיה. מרתף. מעלית. חדר קולנוע. יחידת אופר. חדר כביסה. שואב מרכזי בקיר. מטבח מאובזר. 3 חניות. מיקום מדהים. בית בודד. פירוט הריהוט: ריהוט מלא חדש מעוצב.
",450,0,0,12,0
"/RentTivuch/viewad,81392.aspx",פנטהאוז,רמת גן מתחם המגדלים,מתחם הבורסה פארק צמרת מגדל אביב,דרך מנחם בגין,3,14500,גמיש,2023-01-26,פיני עוז נכסים,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"להשכרה פנטהאוז , 3 חד כניסה גמיש , מרוהטת מלא . פירוט הריהוט: ריהוט מלא 
",110,17,20,12,0
"/RentTivuch/viewad,81421.aspx",דירה,תל אביב יפו,כרם התימנים,הירקון,3,10500,15/12/2022,2023-01-26,גלית לוי,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"נכס 2383 - דירת 3 חדרים - עם מרפסת קטנה (כחצי מטר רוחב לאורך חדר שינה והסלון). הים מציץ מהחלון (: יש ממ""ד, שרותים ומקלחת אחד. חדר שינה עם חדר ארונות. 1 חניה תת קרקעית לרכב עד גובה 150 סמ. פירוט הריהוט: הדירה מגיעה עם וילונות האפלה.
",80,1,7,12,0
"/RentTivuch/viewad,81457.aspx",יחידת דיור,חדרה,נחליאל,,1.5,2800,08/12/2022,2023-01-26,MORE נדלן,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"יחידות דיור להשכרה בחדרה, בשכונת נחליאל כולל ארנונה.
",40,0,1,12,0
"/RentTivuch/viewad,81511.aspx",דירה,תל אביב יפו,הצפון הישן,שילה,2,4500,01/01/2023,2023-01-26,פרופרטי 365,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"פרופרטי 365 מציגים למהירי החלטה ליד כיכר רבין ברחובות הקטנים להשכרה דירת 2 חדרים בקומות קרקע.
דורשים לחוזה ערב 1 וערבות בנקאית של חודש וחצי
לפרטים נוספים אפשר לשלוח הודעה בוואטסאפ
",55,0,0,12,0
"/RentTivuch/viewad,81558.aspx",דירה,רמת גן,מרכז,משה שרת,4,6800,10/02/2023,2023-01-26,יעקובסון נכסים,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"ברחוב הכי מבוקש וקסום ברמת גן -משה שרת
קרוב לרחוב הראה ולהרצל ,בלב הפועם של ר""ג
דירת 4 חד' משופצת ובמצב מצוין
עם חניה פרטית בטאבו השווה זהב ומעלית
הדירה גדולה ומרווחת ,שקטה ומוארת ,3 כווני אויר
יחידת הורים מאסטר +אמבטיה ושירותים נוספים .
תאריך הכניסה ב 10-02-2023 -
מיקום מנצח - לא לפספס !!! פירוט הריהוט: מזגנים בדירה +
דוד שמש חסכוני +
ארונות מעולים בדירה +
ספות +
שולחן סלוני+
מזנון +
",105,3,5,12,0
"/RentTivuch/viewad,81581.aspx",דירה,תל אביב יפו,מרכז,בן יהודה,3,7500,מיידי,2023-01-26,נכסים בתל אביב,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"
דירה של 2.5 חדרים,כ - 70 מטר,סלון עם מטבח פתוח,פלוס פינת אוכל.
פונה לחזית של הרחוב.
חדר שינה עם מזגן
מקלחת ושרותים ביחד.
בניין עם אינטרקום,ומעלית.
מתאימה לזוג \ שותפים.
כניסה מידית.

",70,2,4,12,0
"/RentTivuch/viewad,81589.aspx",דירה,תל אביב יפו,מרכז,דוד המלך,3,6500,מיידי,2023-01-26,נכסים בתל אביב,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE," ‏‏רחוב: דוד המלך
מרכז תל אביב
מתפנה לה דירת 3 חדרים 68 מ״ר בקומת קרקע ‏סלון גדול עם יציאה למרפסת ! ‏מטבח נפרד .
‏בניין נעים ומטופח ,
מציאה אמיתית לשני שותפים !
‏תאריך כניסה מיידית/גמיש.
",68,0,4,12,0
"/RentTivuch/viewad,81594.aspx",דירה,תל אביב יפו,נווה כפיר,משה דיין,5,8300,מיידי,2023-01-26,נכסים בתל אביב,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"רחוב: משה דיין
שכונה: נווה כפיר
חדשה מקבלן בקומפלקס,דירה של 5 חדרים,כ - 112 מטר, יציאה למרפסת שמש של 12 מטר.
קומה 5
פונה לגיון דרום מערב נוף
פתוח
כניסה מיידית
חנייה,ומעלית.
דמי ניהול 750
ארנונה כ 500 בחודש
",112,5,11,12,0
